	EPO	GATA3
3118	SP1	MAPK8
3119	SP1	CDKN2A
3120	SP1	DNMT1
3121	SP1	TGFB1
3122	SP1	TYMS
3123	SP1	CDK1
3124	SP1	PML
3125	SP1	VHL
3126	SP1	NOS1
3127	SP1	CASP8
3128	SP1	RUNX1
3129	SP1	NFKB2
3130	SP1	LDLR
3131	SP1	TPM1
3132	SP1	EGFR
3133	SP1	HDAC1
3134	SP1	NFKB1
3135	SP1	TGFBR1
3136	SP1	VIM
3137	SP1	CCND1
3138	SP1	PTHLH
3139	SP1	MAPK1
3140	SP1	PRKCA
3141	SP1	INSR
3142	SP1	HNF4A
3143	SP1	ENG
3144	SP1	SUMO1
3145	SP1	MAPK14
3146	SP1	PIN1
3147	SP1	TGFBR2
3148	SP1	SPHK1
3149	SP1	MYH9
3150	SP1	CDKN1B
3151	SP1	RSF1
3152	SP1	GATA3
3153	SP1	PRKCZ
3154	SP1	RB1
3155	SP1	BRCA1
3156	SP1	YY1
3157	SP1	RARA
3158	SP1	STAT1
3159	SP1	PSIP1
3160	SP1	BAX
3161	SP1	CEBPB
3162	SP1	PSEN1
3163	SP1	SMAD2
3164	SP1	CSNK2A1
3165	SP1	CDK2
3166	SP1	CASP3
3167	SP1	SRC
3168	SP1	SMAD4
3169	SP1	TGFA
3170	SP1	RELA
3171	SP1	PRKDC
3172	SP1	RET
3173	SP1	HSPA9
3174	SP1	SMAD3
3175	SP1	TP53
3176	SP1	SREBF1
3177	SP1	CTNNB1
3178	SP1	EGR1
3179	SP1	IL2
3180	SP1	HSPA4
3181	SP1	VEGFA
3182	SP1	TIMELESS
3183	SP1	EP300
3184	SP1	HSP90AA1
3185	SP1	KLF10
3186	SP1	NCL
3187	SP1	KLF5
3188	SP1	JUN
3189	SP1	PTCH1
3190	SP1	GRB2
3191	SP1	CDK4
3192	SP1	HIF1A
3193	SP1	CCNB1
3194	SP1	EPAS1
3195	SP1	STAT3
3196	SP1	IL10
3197	SP1	TFAP2A
3198	NCOA6	PRKDC
3199	NCOA6	NR3C1
3200	NCOA6	NFKB1
3201	NCOA6	ATF2
3202	NCOA6	TP53
3203	NCOA6	VDR
3204	NCOA6	JUN
3205	NCOA6	RB1
3206	NCOA6	SRC
3207	NCOA6	RELA
3208	NCOA6	SMAD2
3209	NCOA6	HSF1
3210	NCOA6	RARA
3211	NCOA6	CD40
3212	NCOA6	HNF4A
3213	NCOA6	EP300
3214	NCOA6	NR1I2
3215	NCOA6	GHR
3216	NCOA6	PPARGC1A
3217	NCOA6	NR1H2
3218	NCOA6	SMAD3
3219	NCOA6	KMT2D
3220	NCOA6	KMT2B
3221	NCOA6	MAPK1
3222	MYH9	RAC1
3223	MYH9	TRPM7
3224	MYH9	VCAM1
3225	MYH9	HSPA1A
3226	MYH9	TERF2
3227	MYH9	NFKB2
3228	MYH9	TPM1
3229	MYH9	CDC73
3230	MYH9	PRKCA
3231	MYH9	TERF1
3232	MYH9	GSN
3233	MYH9	TNFRSF1A
3234	MYH9	PIK3R2
3235	MYH9	TP53
3236	MYH9	HSP90AA1
3237	MYH9	SSH2
3238	MYH9	CD44
3239	MYH9	HNRNPA1
3240	MYH9	NCL
3241	MYH9	VCL
3242	MYH9	ACE
3243	MYH9	GRB2
3244	MYH9	HSPA5
3245	MYH9	PRKCE
3246	MYH9	CDK2
3247	MYH9	PPIA
3248	MYH9	USP1
3249	MYH9	NFKB1
3250	MYH9	PRKCZ
3251	MYH9	CSNK2A1
3252	MYH9	GNAS
3253	MYH9	PSME3
3254	MYH9	LGALS1
3255	WWOX	TP53
3256	WWOX	RARA
3257	WWOX	HSPB1
3258	WWOX	CTDSP1
3259	WWOX	SRPK1
3260	WWOX	HIF1A
3261	WWOX	TP73
3262	WWOX	ENO1
3263	WWOX	MAPK8
3264	WWOX	HSPA1A
3265	WWOX	HNRNPK
3266	WWOX	PATZ1
3267	WWOX	EZR
3268	WWOX	AMOT
3269	WWOX	DVL2
3270	WWOX	LATS1
3271	WWOX	SRC
3272	WWOX	HSPA4
3273	WWOX	PRPF31
3274	WWOX	CSNK2A1
3275	RIPK1	IKBKB
3276	RIPK1	OPTN
3277	RIPK1	EGFR
3278	RIPK1	TNFRSF1A
3279	RIPK1	CYLD
3280	RIPK1	HSP90AA1
3281	RIPK1	CASP8
3282	RIPK1	CFLAR
3283	RIPK1	TNFRSF10B
3284	RIPK1	DAB2IP
3285	RIPK1	HSPA5
3286	RIPK1	CRADD
3287	RIPK1	XPO1
3288	RIPK1	PTK2
3289	RIPK1	HSPA9
3290	RIPK1	HSPA1A
3291	RIPK1	SQSTM1
3292	RIPK1	MAP3K7
3293	CRADD	VTN
3294	CRADD	TNFRSF1A
3295	CRADD	CASP2
3296	CRADD	CRYAB
3297	CRADD	CASP8
3298	TNFSF13	XPO1
3299	TNFSF13	TNFRSF1A
3300	TNFSF13	PIK3CA
3301	TNFSF13	KRAS
3302	SPP1	ITGB1
3303	SPP1	IGFBP5
3304	SPP1	PRKCA
3305	SPP1	CASP3
3306	SPP1	COPS5
3307	SPP1	CASP8
3308	SPP1	TPT1
3309	SPP1	CSNK2A1
3310	SPP1	HCK
3311	SPP1	EPAS1
3312	SPP1	ITGA5
3313	SPP1	CD44
3314	AVPR2	MAPK3
3315	AVPR2	MAPK1
3316	AVPR2	GNAS
3317	AVPR2	PRKCA
3318	KDM4C	HDAC1
3319	ADAM9	ITGB1
3320	ADAM9	CDH1
3321	ADAM9	RNF2
3322	B2M	TAP1
3323	B2M	CALR
3324	B2M	TFRC
3325	B2M	VCL
3326	B2M	GRB2
3327	B2M	CRYAB
3328	KIF1B	BRCA1
3329	KIF1B	JUN
3330	SRC	PIK3R1
3331	SRC	STAT6
3332	SRC	HIF1A
3333	SRC	PTK2
3334	SRC	RTN4
3335	SRC	EZR
3336	SRC	PROM1
3337	SRC	TP53
3338	SRC	TRAF6
3339	SRC	CDK2
3340	SRC	EP300
3341	SRC	TNFRSF1A
3342	SRC	EDNRA
3343	SRC	PDGFRB
3344	SRC	EPHA3
3345	SRC	TGFBR2
3346	SRC	WT1
3347	SRC	EGFR
3348	SRC	IGF1R
3349	SRC	RARA
3350	SRC	NR3C1
3351	SRC	HCK
3352	SRC	TRPV1
3353	SRC	VCL
3354	SRC	CDK5
3355	SRC	EGLN1
3356	SRC	CDH1
3357	SRC	IKBKB
3358	SRC	ADAM17
3359	SRC	STAT5A
3360	SRC	TRPC6
3361	SRC	JAK2
3362	SRC	RAF1
3363	SRC	STAT1
3364	SRC	CASP8
3365	SRC	PRKCE
3366	SRC	ENO1
3367	SRC	GRB2
3368	SRC	HNF1A
3369	SRC	PDPK1
3370	SRC	CDK1
3371	SRC	HRAS
3372	SRC	HNF4A
3373	SRC	INSR
3374	SRC	TNS3
3375	SRC	STAT3
3376	SRC	CTNNB1
3377	SRC	VDR
3378	SRC	KAT2B
3379	SRC	DAG1
3380	SRC	COPS5
3381	SRC	PRKCZ
3382	SRC	PRKCA
3383	SRC	CD47
3384	SRC	CCND1
3385	SRC	RASA1
3386	SRC	CD44
3387	SRC	CSNK2A1
3388	SRC	L1CAM
3389	SRC	IL6R
3390	SRC	PLD2
3391	SRC	KDR
3392	SRC	CDKN1B
3393	SRC	STAT5B
3394	SRC	GAB2
3395	SRC	CDK4
3396	SRC	RET
3397	SRC	HNRNPK
3398	SRC	DVL2
3399	SRC	GSN
3400	SRC	CDC42
3401	SRC	HSP90AA1
3402	SRC	TGM2
3403	SRC	CDK7
3404	RSF1	SMAD2
3405	RSF1	MARK2
3406	RSF1	NFKB1
3407	RSF1	RNF2
3408	RSF1	BMI1
3409	RSF1	CSNK2A1
3410	RSF1	HSPA5
3411	SREBF1	HK2
3412	SREBF1	SIRT1
3413	SREBF1	MED12
3414	SREBF1	MAPK3
3415	SREBF1	KLF5
3416	SREBF1	GSK3B
3417	SREBF1	EP300
3418	SREBF1	HSP90AA1
3419	SREBF1	HNF4A
3420	SREBF1	CDK1
3421	SREBF1	SUMO1
3422	SREBF1	FBXW7
3423	SREBF1	MAPK1
3424	SREBF1	CASP2
3425	SREBF1	YY1
3426	GATA3	MAPK14
3427	GATA3	FBXW7
3428	GATA3	BRCA1
3429	GATA3	BMI1
3430	GATA3	RARB
3431	GATA3	CDK2
3432	GATA2	WT1
3433	GATA2	EP300
3434	GATA2	PML
3435	GATA2	JUN
3436	GATA2	BMI1
3437	GATA2	HDAC1
3438	GATA2	MAPK1
3439	GATA2	YBX1
3440	GATA2	FBXW7
3441	GATA2	RARA
3442	GATA2	NR2F2
3443	GATA2	EDN1
3444	GATA2	RBX1
3445	GATA2	CDK1
3446	GATA2	STAT3
3447	GATA2	SMAD4
3448	DNER	PSEN1
3449	BAX	PRKCE
3450	BAX	SERPINH1
3451	BAX	CRYAB
3452	BAX	PARK7
3453	BAX	CASP9
3454	BAX	CLU
3455	BAX	GSK3B
3456	BAX	PRKCZ
3457	BAX	TP73
3458	BAX	TP53
3459	BAX	CASP8
3460	BAX	YY1
3461	BAX	HDAC6
3462	BAX	HSPD1
3463	BAX	PRDX2
3464	BAX	PRDX1
3465	BAX	HSPA4
3466	BAX	CASP3
3467	NBN	MSH6
3468	NBN	LIG4
3469	NBN	HSPA4
3470	NBN	TERF1
3471	NBN	RICTOR
3472	NBN	PIK3CB
3473	NBN	TERF2
3474	NBN	BRCA1
3475	NBN	SIRT1
3476	NBN	NCL
3477	NBN	ATF2
3478	NBN	EP300
3479	NBN	BMI1
3480	NBN	PRKDC
3481	SRPK1	PDPK1
3482	SRPK1	SART1
3483	SRPK1	PPIA
3484	SRPK1	HNRNPA1
3485	SRPK1	YBX1
3486	SRPK1	EPHA3
3487	SRPK1	NCL
3488	SRPK1	PTK2
3489	SRPK1	KPNA2
3490	SRPK1	CSNK2A1
3491	SRPK1	TFEB
3492	SRPK1	HSP90AA1
3493	SRPK1	TP53
3494	SRPK1	MAPK14
3495	SRPK1	VDR
3496	SRPK1	COPS5
3497	SRPK1	CDK7
3498	CCND1	RELA
3499	CCND1	CDH1
3500	CCND1	CDKN1A
3501	CCND1	KAT2B
3502	CCND1	EP300
3503	CCND1	CDKN2A
3504	CCND1	CCNB1
3505	CCND1	BRCA1
3506	CCND1	RB1
3507	CCND1	CRYAB
3508	CCND1	CDK1
3509	CCND1	CDK2
3510	CCND1	XPO1
3511	CCND1	CDK4
3512	CCND1	TP73
3513	CCND1	GSK3A
3514	CCND1	CDK5
3515	CCND1	RBX1
3516	CCND1	STAT3
3517	CCND1	MAPK1
3518	CCND1	CTNNB1
3519	CCND1	HDAC1
3520	CCND1	GSK3B
3521	CCND1	CDH13
3522	CCND1	ATF2
3523	CCND1	TSC2
3524	CCND1	CDKN1B
3525	CCND1	RUNX1
3526	CCND1	CDKN1C
3527	NCL	VCAM1
3528	NCL	PCBP2
3529	NCL	HSPA5
3530	NCL	BMI1
3531	NCL	CDKN2A
3532	NCL	NFKB2
3533	NCL	RNF2
3534	NCL	NR3C1
3535	NCL	MCF2L
3536	NCL	PAX8
3537	NCL	HNRNPA1
3538	NCL	PLOD2
3539	NCL	CSNK2A1
3540	NCL	RELA
3541	NCL	DICER1
3542	NCL	PRKAR1A
3543	NCL	NUP62
3544	NCL	CDK1
3545	NCL	HSPA4
3546	NCL	PRKCZ
3547	NCL	HSP90AA1
3548	NCL	PTBP1
3549	NCL	TP53
3550	NCL	HSPD1
3551	NCL	CDKN1A
3552	NCL	TCF3
3553	NCL	ICAM1
3554	NCL	GRB2
3555	NCL	POU5F1
3556	NCL	CASP8
3557	NCL	VIM
3558	NCL	HNRNPK
3559	NCL	COPS5
3560	NCL	ENO1
3561	NCL	PTGS1
3562	NCL	YBX1
3563	NCL	RB1
3564	NCL	SMURF1
3565	NCL	CDK2
3566	NCL	PPARGC1A
3567	NCL	VHL
3568	NCL	YY1
3569	NCL	PIK3R1
3570	NCL	TERF2
3571	TNFRSF10B	MAPK8
3572	TNFRSF10B	EZR
3573	TNFRSF10B	TP53
3574	TNFRSF10B	CASP8
3575	TNFRSF10B	CFLAR
3576	TNFRSF10B	TNFRSF1A
3577	TNFRSF10B	EGFR
3578	NDUFS1	CASP3
3579	NDUFS1	NDUFS7
3580	NDUFS1	EGFR
3581	NDUFS1	NDUFA13
3582	NDUFS1	VCAM1
3583	NDUFS1	RNF2
3584	STAT1	XPO1
3585	STAT1	PIK3CA
3586	STAT1	CSNK2A1
3587	STAT1	PML
3588	STAT1	KDR
3589	STAT1	EGFR
3590	STAT1	TNFRSF1A
3591	STAT1	STAT5A
3592	STAT1	PTK2
3593	STAT1	HDAC1
3594	STAT1	MAPK3
3595	STAT1	MAPK14
3596	STAT1	ING4
3597	STAT1	JAK3
3598	STAT1	SMURF1
3599	STAT1	JAK2
3600	STAT1	VDR
3601	STAT1	BRCA1
3602	STAT1	STAT3
3603	STAT1	HSF1
3604	STAT1	STAT5B
3605	STAT1	JUN
3606	STAT1	HSP90AA1
3607	STAT1	COPS5
3608	STAT1	CASP3
3609	STAT1	EP300
3610	STAT1	SHANK1
3611	STAT1	PIM1
3612	STAT1	RAC1
3613	STAT1	TSC1
3614	STAT1	PHGDH
3615	STAT1	RELA
3616	STAT1	PDGFRB
3617	STAT1	PRKCE
3618	STAT1	IRF1
3619	STAT3	MAPK14
3620	STAT3	TRPV5
3621	STAT3	STAT6
3622	STAT3	RELA
3623	STAT3	PRKCE
3624	STAT3	PIK3R1
3625	STAT3	MAP3K7
3626	STAT3	DNMT1
3627	STAT3	NR3C1
3628	STAT3	CEBPB
3629	STAT3	TRAF6
3630	STAT3	EP300
3631	STAT3	RB1
3632	STAT3	HDAC1
3633	STAT3	IRF1
3634	STAT3	IL6R
3635	STAT3	MAPK8
3636	STAT3	JAK3
3637	STAT3	JUN
3638	STAT3	HSPB1
3639	STAT3	SIRT1
3640	STAT3	STAT5B
3641	STAT3	HSP90AA1
3642	STAT3	GHR
3643	STAT3	PDGFRB
3644	STAT3	STAT5A
3645	STAT3	BRD4
3646	STAT3	NFKB1
3647	STAT3	RAC1
3648	STAT3	HNF1A
3649	STAT3	PRDX2
3650	STAT3	BRCA1
3651	STAT3	PTK2
3652	STAT3	IGF1R
3653	STAT3	RET
3654	STAT3	MAPK1
3655	STAT3	HIF1A
3656	STAT3	CDKN1A
3657	STAT3	NDUFA13
3658	STAT3	COPS5
3659	STAT3	MAPK3
3660	STAT3	PML
3661	STAT3	CRYAB
3662	STAT3	HCK
3663	STAT3	CD44
3664	STAT3	PIK3R2
3665	STAT3	EGFR
3666	STAT3	IL10
3667	STAT3	PIM1
3668	STAT3	JAK2
3669	STAT3	NFKB2
3670	BGLAP	CTSD
3671	STAT5A	CEBPB
3672	STAT5A	EP300
3673	STAT5A	IRF1
3674	STAT5A	INSR
3675	STAT5A	SQSTM1
3676	STAT5A	STAT5B
3677	STAT5A	BRCA1
3678	STAT5A	HDAC1
3679	STAT5A	TEK
3680	STAT5A	GHR
3681	STAT5A	PDGFRB
3682	STAT5A	MAPK1
3683	STAT5A	MAPK3
3684	STAT5A	EPAS1
3685	STAT5A	JAK3
3686	STAT5A	PAK1
3687	STAT5A	NFKB1
3688	STAT5A	JAK2
3689	STAT5A	NR3C1
3690	STAT5A	EGFR
3691	STAT5B	HCK
3692	STAT5B	EP300
3693	STAT5B	INSR
3694	STAT5B	VCAM1
3695	STAT5B	TEK
3696	STAT5B	RARA
3697	STAT5B	IL15
3698	STAT5B	GHR
3699	STAT5B	MAPK1
3700	STAT5B	PDGFRB
3701	STAT5B	NR3C1
3702	STAT5B	JAK3
3703	STAT5B	EGFR
3704	STAT5B	JAK2
3705	STAT6	JAK3
3706	STAT6	PRKCZ
3707	STAT6	TP53
3708	STAT6	JAK2
3709	STAT6	EP300
3710	STAT6	NFKB1
3711	STAT6	RELA
3712	STAT6	CEBPB
3713	STAT6	JUN
3714	NRP2	NRP1
3715	NRP2	TGFBR2
3716	NRP2	VEGFA
3717	NRP1	VEGFB
3718	NRP1	TGFBR2
3719	NRP1	TGFBR1
3720	NRP1	KDR
3721	NRP1	L1CAM
3722	NRP1	ITGA5
3723	NRP1	VEGFA
3724	BIK	CXCL16
3725	BIK	BNIP3
3726	BIK	NR2F2
3727	BIK	CSNK2A1
3728	GHR	PIK3R2
3729	GHR	GRB2
3730	GHR	JAK2
3731	GHR	RBX1
3732	GHR	CISH
3733	GHR	PIK3R1
3734	STIM1	CAT
3735	STIM1	CDK1
3736	STK3	XPO1
3737	STK3	EIF4EBP1
3738	STK3	LATS1
3739	STK3	SAV1
3740	STK3	RAF1
3741	STK3	CSNK1E
3742	STK3	CASP3
3743	STK3	LATS2
3744	STK3	RASSF1
3745	CFLAR	MAP2K1
3746	CFLAR	NFKB1
3747	CFLAR	SMAD3
3748	CFLAR	TP53
3749	CFLAR	HSP90AA1
3750	CFLAR	IKBKB
3751	CFLAR	CASP8
3752	CFLAR	CASP3
3753	CFLAR	PRKCA
3754	CFLAR	CASP2
3755	CFLAR	RAF1
3756	CFLAR	MAP2K7
3757	CFLAR	GSN
3758	BMI1	NME1
3759	BMI1	MED12
3760	BMI1	RNF2
3761	BMI1	HSPA5
3762	BMI1	EP300
3763	BMI1	MAPK14
3764	BMI1	MBNL2
3765	BMI1	TERF2
3766	BMI1	PHGDH
3767	BMI1	CAPRIN1
3768	BMI1	YBX1
3769	BMI1	TP53
3770	BMI1	ABCB6
3771	BMI1	PTEN
3772	BMI1	PTBP1
3773	BMI1	HSPA1A
3774	BMI1	YY1
3775	BMI1	PYCR1
3776	BMI1	CIRBP
3777	BMI1	PRKDC
3778	BMP1	COL5A1
3779	BMP1	TP53
3780	STK11	MARK2
3781	STK11	HSP90AA1
3782	STK11	TP53
3783	STK11	HSPA1B
3784	STK11	ADIPOR1
3785	STK11	SIRT1
3786	STK11	GSK3B
3787	STK11	LATS1
3788	STK11	PAK1
3789	STK11	PTEN
3790	STK11	PRKAA1
3791	STK11	HSPA1A
3792	STK11	PRKCZ
3793	STK11	TSG101
3794	PPARGC1A	MAPK1
3795	PPARGC1A	HNF4A
3796	PPARGC1A	SIRT1
3797	PPARGC1A	MAPK14
3798	PPARGC1A	NFKB1
3799	PPARGC1A	EGFR
3800	PPARGC1A	TP53
3801	PPARGC1A	RELA
3802	PPARGC1A	GSK3B
3803	PPARGC1A	NR3C1
3804	PPARGC1A	EP300
3805	PPARGC1A	NR1I2
3806	PPARGC1A	RARB
3807	PPARGC1A	PRKAA1
3808	PPARGC1A	RNF2
3809	PPARGC1A	FBXW7
3810	PPARGC1A	MED12
3811	BMP2	TGFB1
3812	BMP2	ENG
3813	BMP2	BMP4
3814	BMP2	BMPR1B
3815	BMP2	BMPR1A
3816	NEK1	XPO1
3817	NEK1	TSC2
3818	BMP4	BMPR1B
3819	BMP4	BMPR1A
3820	BMP7	BMPR1A
3821	BMP7	ENG
3822	BMP7	SMAD3
3823	BMP7	BMPR1B
3824	BMPR1A	BMPR1B
3825	BMPR1A	SMURF1
3826	BMPR1A	TGFBR2
3827	BMPR1A	HSP90AA1
3828	BMPR1B	SMAD2
3829	BMPR1B	SQSTM1
3830	BMPR1B	CDK4
3831	BMPR1B	RAP2A
3832	BMPR1B	TGFBR1
3833	BMPR1B	TRAF6
3834	BMPR1B	PAK1
3835	BMPR1B	SMURF1
3836	KAT2B	CTNNB1
3837	KAT2B	SMAD3
3838	KAT2B	MAPK14
3839	KAT2B	RELA
3840	KAT2B	TP53
3841	KAT2B	CDKN1A
3842	KAT2B	CEBPB
3843	KAT2B	YY1
3844	KAT2B	KIF11
3845	KAT2B	EP300
3846	KAT2B	CDC25B
3847	KAT2B	JUN
3848	KAT2B	HSPA4
3849	KAT2B	PTEN
3850	KAT2B	RB1
3851	KAT2B	SIRT1
3852	KAT2B	TCF3
3853	KAT2B	CDK2
3854	KAT2B	KLF10
3855	KAT2B	NOTCH1
3856	KAT2B	TP73
3857	KAT2B	HNF1A
3858	KAT2B	CDKN1B
3859	KAT2B	IRF1
3860	KAT2B	SMAD2
3861	KAT2B	RARA
3862	KAT2B	VHL
3863	KAT2B	HIF1A
3864	KAT2B	CUX1
3865	KANK1	ENO1
3866	DHRS4	RICTOR
3867	DHRS4	TP53
3868	DHRS4	PRDX3
3869	SULF2	PTCH1
3870	BNIP3	TGM2
3871	BNIP3	RHEB
3872	BNIP3	CD47
3873	BNIP3	HDAC1
3874	NR1I2	MAPK7
3875	NR1I2	CDK2
3876	NR1I2	HSP90AA1
3877	NR1I2	CHMP1A
3878	BRCA1	DCN
3879	BRCA1	PPP1R13B
3880	BRCA1	TPM1
3881	BRCA1	RELA
3882	BRCA1	TERF1
3883	BRCA1	CSNK2A1
3884	BRCA1	SMAD3
3885	BRCA1	CDK1
3886	BRCA1	CREB1
3887	BRCA1	CCNB1
3888	BRCA1	CASP3
3889	BRCA1	PCBP2
3890	BRCA1	HSPD1
3891	BRCA1	YY1
3892	BRCA1	CEBPB
3893	BRCA1	CDK7
3894	BRCA1	CDK2
3895	BRCA1	HSP90AA1
3896	BRCA1	SUMO1
3897	BRCA1	KPNA2
3898	BRCA1	TFAP2A
3899	BRCA1	MTA2
3900	BRCA1	YBX1
3901	BRCA1	SYT6
3902	BRCA1	SMAD2
3903	BRCA1	NFKB1
3904	BRCA1	MAPK3
3905	BRCA1	JAK2
3906	BRCA1	CTNNB1
3907	BRCA1	PIK3R1
3908	BRCA1	MAPK1
3909	BRCA1	LGALS3
3910	BRCA1	MSH6
3911	BRCA1	ENO1
3912	BRCA1	CDKN1B
3913	BRCA1	HDAC1
3914	BRCA1	SMAD4
3915	BRCA1	PAX2
3916	BRCA1	HNRNPA1
3917	BRCA1	PRKDC
3918	BRCA1	GTF2H1
3919	BRCA1	HIF1A
3920	BRCA1	EP300
3921	BRCA1	TP73
3922	BRCA1	TERF2
3923	BRCA1	HGF
3924	BRCA1	CDK4
3925	BRCA1	CASP9
3926	BRCA1	RB1
3927	BRCA1	CDKN2A
3928	BRCA1	JUN
3929	BRCA1	TP53
3930	BRCA1	DNMT1
3931	BRCA1	RICTOR
3932	BRCA1	PMS2
3933	BRCA1	EZR
3934	BRCA1	VDR
3935	BRCA1	CDK5
3936	BRCA1	NFE2L2
3937	BRAF	HRAS
3938	BRAF	PRKCE
3939	BRAF	TERF1
3940	BRAF	MAPK3
3941	BRAF	MAPK1
3942	BRAF	RAF1
3943	BRAF	RAP1GAP
3944	BRAF	PRKCA
3945	BRAF	HSPA5
3946	BRAF	PAK1
3947	BRAF	HSP90AA1
3948	BRAF	HSPA1B
3949	BRAF	HSPA1A
3950	BRAF	HSPA9
3951	BRAF	MAP2K1
3952	NF2	CTNNB1
3953	NF2	SLC9A3R1
3954	NF2	PAK1
3955	NF2	SGSM3
3956	NF2	HSPA4
3957	NF2	LATS1
3958	NF2	XPO1
3959	NF2	EZR
3960	NF2	TSC1
3961	NF2	LATS2
3962	NF2	WWC1
3963	NF2	CD44
3964	NF2	AMOT
3965	NF2	ITGB1
3966	RRM2	TSG101
3967	RRM2	SDHAF2
3968	RRM2	TP53
3969	RRM2	CDK1
3970	RRM2	CDH1
3971	RRM2	MAPK1
3972	RRM2	CDK4
3973	RRM2	CDK5
3974	RRM2	TXNRD1
3975	RRM2	CDK7
3976	RRM2	CDK2
3977	HPGDS	PTGS1
3978	HPGDS	PTGS2
3979	NFE2L2	SQSTM1
3980	NFE2L2	PRKCE
3981	NFE2L2	GSK3B
3982	NFE2L2	JUN
3983	NFE2L2	HDAC1
3984	NFE2L2	YY1
3985	NFE2L2	CASP3
3986	NFE2L2	MAPK7
3987	NFE2L2	RARA
3988	NFE2L2	PRKCA
3989	NFE2L2	EIF2AK3
3990	NFE2L2	GSTP1
3991	NFE2L2	MAPK9
3992	NFE2L2	NQO1
3993	NFE2L2	MAP2K1
3994	NFE2L2	PRKCZ
3995	NFE2L2	GRB2
3996	NFE2L2	SUMO1
3997	NFE2L2	CDKN1A
3998	NFE2L2	MAPK8
3999	SPHK1	TRAF6
4000	SPHK1	EP300
4001	SPHK1	CYLD
4002	SQSTM1	CASP8
4003	SQSTM1	DVL2
4004	SQSTM1	INSR
4005	SQSTM1	CASP9
4006	SQSTM1	TP53
4007	SQSTM1	HIF1A
4008	SQSTM1	PRKCZ
4009	SQSTM1	MAPK14
4010	SQSTM1	CSNK2A1
4011	SQSTM1	MAPK1
4012	SQSTM1	TGFBR1
4013	SQSTM1	PML
4014	SQSTM1	SMURF1
4015	SQSTM1	EPAS1
4016	SQSTM1	LIMD1
4017	SQSTM1	HSPA4
4018	SQSTM1	CDK1
4019	SQSTM1	PIK3CA
4020	SQSTM1	NR2F2
4021	SQSTM1	NGFR
4022	SQSTM1	OPTN
4023	SQSTM1	LGALS3
4024	SQSTM1	MAPK3
4025	SQSTM1	RARA
4026	SQSTM1	SMAD2
4027	SQSTM1	PIK3R1
4028	SQSTM1	CYLD
4029	SQSTM1	PSMD10
4030	SQSTM1	CCNB1
4031	SQSTM1	SMAD3
4032	SQSTM1	XPO1
4033	SQSTM1	HDAC6
4034	SQSTM1	SMAD4
4035	SQSTM1	TRIM13
4036	SQSTM1	TRAF6
4037	SQSTM1	TGM2
4038	SQSTM1	CD44
4039	SQSTM1	PIK3R2
4040	SQSTM1	HSPB1
4041	SQSTM1	SMURF2
4042	RALBP1	RAC1
4043	RALBP1	CASP8
4044	RALBP1	HSF1
4045	RALBP1	PRKCA
4046	RALBP1	PPP1R13B
4047	RALBP1	CDK1
4048	RALBP1	JUN
4049	RALBP1	CCNB1
4050	RALBP1	TP53BP2
4051	RALBP1	HDAC1
4052	RALBP1	HSP90AA1
4053	GLI2	CREB1
4054	GLI2	HDAC1
4055	KLF5	ZBTB17
4056	KLF5	CEBPB
4057	KLF5	EP300
4058	KLF5	SMURF2
4059	KLF5	NFKB1
4060	KLF5	SMAD2
4061	KLF5	JUN
4062	KLF5	SUMO1
4063	KLF5	GSK3B
4064	KLF5	XPO1
4065	KLF5	HDAC1
4066	KLF5	RARA
4067	KLF5	PRKCZ
4068	KLF5	PRKCE
4069	KLF5	TP53
4070	KLF5	FBXW7
4071	KLF5	PRKCA
4072	KLF5	SMAD4
4073	KLF5	CTNNB1
4074	KLF5	SMAD3
4075	NFKB1	NFKB2
4076	NFKB1	YY1
4077	NFKB1	SMAD4
4078	NFKB1	CLU
4079	NFKB1	CTNNB1
4080	NFKB1	HSPA4
4081	NFKB1	SPAG9
4082	NFKB1	PRKCA
4083	NFKB1	PRKDC
4084	NFKB1	XPO1
4085	NFKB1	PML
4086	NFKB1	HSPA5
4087	NFKB1	HSP90AA1
4088	NFKB1	CEBPB
4089	NFKB1	IKBKB
4090	NFKB1	MAP3K7
4091	NFKB1	NR3C1
4092	NFKB1	IRF1
4093	NFKB1	HSPA9
4094	NFKB1	RELA
4095	NFKB1	HSPA1A
4096	NFKB1	GSK3B
4097	NFKB1	EP300
4098	NFKB1	PSMD10
4099	NFKB1	HDAC1
4100	NFKB1	PCBP2
4101	NFKB1	COPS5
4102	NFKB1	VIM
4103	NFKB1	NOTCH1
4104	NFKB1	HMGB1
4105	NFKB1	PIK3R2
4106	NFKB1	KPNA2
4107	NFKB2	PRKDC
4108	NFKB2	TSG101
4109	NFKB2	KPNA2
4110	NFKB2	XPO1
4111	NFKB2	HSPA5
4112	NFKB2	FBXW7
4113	NFKB2	GSK3B
4114	NFKB2	NR3C1
4115	NFKB2	RELA
4116	NFKB2	HSPA9
4117	NFKB2	IKBKB
4118	NFKB2	HSP90AA1
4119	NFKB2	SUMO1
4120	NFKB2	HSPA1A
4121	NFKB2	SPAG9
4122	GLS	ATF2
4123	PRDX3	CCNB1
4124	PRDX3	VCAM1
4125	PRDX3	PRDX2
4126	PRDX3	TERF2
4127	PRDX3	CDC42
4128	PRDX3	CDK2
4129	PRDX3	TNFRSF1A
