	NFKB1	TNIP2
44721	KLHL13	PRPS1
44722	KLHL13	TFG
44723	KLHL13	KLHL21
44724	KLHL9	KLHL21
44725	DROSHA	DGCR8
44726	DROSHA	SGO1
44727	DROSHA	EVPL
44728	ABI2	PPIF
44729	ABI2	LURAP1
44730	ABI2	TPM2
44731	ABI2	LHX3
44732	ABI2	SORBS3
44733	ABI2	BLOC1S6
44734	ABI2	CAP1
44735	ABI2	TRIP6
44736	ABI2	ZGPAT
44737	ABI2	POMC
44738	ABI2	LHX4
44739	ABI2	SNAP23
44740	ABI2	FKBP1A
44741	ABI2	SNX18
44742	ABI2	PFDN5
44743	GOLT1B	CHMP1A
44744	GOLT1B	ERLIN2
44745	GOLT1B	CD59
44746	GOLT1B	ATP2C1
44747	GOLT1B	INTS7
44748	GOLT1B	ATP6V0D1
44749	GOLT1B	XPR1
44750	GOLT1B	RAB11B
44751	GOLT1B	NABP1
44752	GOLT1B	NDUFB4
44753	GOLT1B	ATP2A2
44754	GOLT1B	RTN4
44755	GOLT1B	MYOF
44756	GOLT1B	ABCG2
44757	GOLT1B	NDUFA13
44758	GOLT1B	INPP5K
44759	GOLT1B	HTRA1
44760	GOLT1B	ERLIN1
44761	GOLT1B	CHCHD3
44762	GOLT1B	UNC93B1
44763	GOLT1B	PTGES
44764	GOLT1B	NDUFS5
44765	GOLT1B	NDUFS1
44766	GOLT1B	DDR2
44767	GOLT1B	CHSY1
44768	CHMP1A	LHX4
44769	CHMP1A	CHMP5
44770	CHMP1A	TFG
44771	EIF5A	MVD
44772	EIF5A	TCF3
44773	EIF5A	GLS
44774	CEP250	RCN1
44775	CEP250	SMC4
44776	CEP250	HBA1
44777	CEP250	MIB1
44778	CEP250	TNRC6A
44779	CEP250	DOCK7
44780	CEP250	SIK2
44781	CEP250	HSPA2
44782	CEP250	PRKAR1A
44783	CEP250	TUBG1
44784	CEP250	ADAMTS1
44785	CEP250	MAGED1
44786	CEP250	HAUS5
44787	CEP250	PRPF19
44788	CEP250	IGF2BP1
44789	CEP250	NDE1
44790	CEP250	HERC2
44791	PEX11A	FIS1
44792	FIS1	PEX5
44793	FIS1	MIEF1
44794	FIS1	DNM1L
44795	FIS1	GDAP1
44796	FIS1	TBC1D15
44797	AGTR2	AGT
44798	AGTR2	PIK3CB
44799	AGTR2	ACE
44800	USP16	UBD
44801	USP16	EXOSC10
44802	USP16	FBXO11
44803	USP16	HERC2
44804	SUPT7L	TAF10
44805	SUPT7L	USP22
44806	CHD8	CARD8
44807	CHD8	RCHY1
44808	CHD8	USF1
44809	CHD8	PSMC3
44810	CHD8	RBBP5
44811	CHD8	KPNA6
44812	CHD8	MSH6
44813	MRPL58	ERAL1
44814	MRPL58	AFG3L2
44815	MRPL58	SLC25A12
44816	MRPL58	ACADVL
44817	MRPL58	YARS2
44818	MRPL58	SUPV3L1
44819	MRPL58	OXA1L
44820	MRPL58	CLPX
44821	MRPL58	LETM1
44822	MRPL58	POLRMT
44823	MRPL58	AGK
44824	MRPL58	TFAM
44825	MRPL58	ERLIN2
44826	MRPL58	SSBP1
44827	MRPL58	MRPL12
44828	MRPL58	GRSF1
44829	MRPL58	NDUFA13
44830	MRPL58	NDUFS1
44831	MRPL58	SLX4
44832	FOXC2	NR2F1
44833	FOXC2	UBP1
44834	FOXC2	POU2F1
44835	FOXC2	SALL1
44836	FOXC2	AKAP8
44837	CTSD	RAB5B
44838	CTSD	CCL21
44839	CTSD	SCYL2
44840	CTSD	CSTB
44841	CTSD	SCNN1G
44842	CTSD	HBA1
44843	CTSD	BGLAP
44844	CTSD	PSAP
44845	CTSD	IGFBP4
44846	CTSD	CST3
44847	RRM2	ANAPC4
44848	RRM2	SDHAF2
44849	RRM2	DNM1L
44850	RRM2	MKS1
44851	RRM2	TXNRD1
44852	RRM2	CCNF
44853	ANAPC4	FBXO5
44854	ANAPC4	ANAPC1
44855	ANAPC4	CDC23
44856	ANAPC4	CDC16
44857	ANAPC4	ANAPC2
44858	ANAPC4	CCNB1
44859	ANAPC4	BUB3
44860	ANAPC4	ANAPC11
44861	ANAPC4	ANAPC13
44862	ANAPC4	KIF18A
44863	ANAPC4	ANAPC10
44864	PPP2R5C	PPP2R5A
44865	PPP2R5C	SWAP70
44866	NQO1	GOT1
44867	NQO1	NDUFS7
44868	NQO1	NFE2L2
44869	TGFA	RHBDF1
44870	NAB2	TTC19
44871	NAB2	CDC23
44872	NAB2	TRIM23
44873	NAB2	PIK3R3
44874	NAB2	PLOD3
44875	NAB2	SORBS3
44876	TP73	IGF2BP1
44877	TP73	RTCB
44878	TP73	PMS2
44879	TP73	MDM4
44880	TP73	ADA
44881	TP73	MLF1
44882	TP73	PPP1R13L
44883	TP73	RCHY1
44884	TP73	PRMT6
44885	TP73	PIWIL1
44886	TP73	WT1
44887	TP73	PFDN5
44888	TP73	CCNB1
44889	RBM3	MRPL12
44890	COL4A1	SERPINE2
44891	COL4A1	COL16A1
44892	COL4A1	NID2
44893	COL4A1	THBS1
44894	COL4A1	SAA1
44895	COL4A1	SAA2
44896	COL4A1	MMP9
44897	COL4A1	PDGFB
44898	PTPN22	CLK1
44899	PES1	FOXM1
44900	PES1	ARL2
44901	NCOA6	RBBP5
44902	NCOA6	NCOA2
44903	NCOA6	FHOD1
44904	NCOA6	NR1H3
44905	NCOA6	CD40
44906	NCOA6	KMT2C
44907	NCOA6	KMT2D
44908	SGO1	NCOR1
44909	SGO1	PDS5B
44910	SGO1	CHD1L
44911	SGO1	LIMS1
44912	SGO1	UBR2
44913	SGO1	PPP2R5A
44914	NCOR1	GPS2
44915	NCOR1	DZIP3
44916	NCOR1	MECP2
44917	NCOR1	TEAD4
44918	NCOR1	SAFB
44919	NCOR1	KIF18A
44920	NCOR1	CLK1
44921	NCOR1	KIF11
44922	NCOR1	CHD1
44923	NCOR1	NFE2L2
44924	NCOR1	NR1H3
44925	NCOR1	RARG
44926	NCOR1	BPTF
44927	RCHY1	USP28
44928	RCHY1	CAMK2G
44929	RCHY1	KRIT1
44930	RCHY1	MDM4
44931	RCHY1	NLK
44932	RCHY1	MSH3
44933	RCHY1	SEMA4C
44934	RCHY1	PGLS
44935	ZFP36L1	TINF2
44936	USP5	IPO9
44937	USP5	UBR1
44938	USP5	TRIM5
44939	USP5	UBP1
44940	USP5	USP28
44941	USP5	TXNDC17
44942	USP5	OXSR1
44943	USP5	ZFP91
44944	YEATS4	KLF16
44945	YEATS4	KRT2
44946	YEATS4	UBTF
44947	YEATS4	AGGF1
44948	YEATS4	UPF3B
44949	YEATS4	FANCD2
44950	YEATS4	DOT1L
44951	YEATS4	TACC2
44952	YEATS4	PTGR2
44953	YEATS4	SNX16
44954	KLF16	CTR9
44955	KLF16	SIN3B
44956	KLF16	THOC5
44957	SMYD2	SNX1
44958	SMYD2	CLASP2
44959	SMYD2	SMC4
44960	SMYD2	IGF2BP1
44961	SMYD2	AHI1
44962	TRIM23	PPP1R15B
44963	TRIM23	ISG20
44964	TRIM23	TSEN54
44965	TRIM23	STK25
44966	TRIM23	NABP1
44967	TRIM23	NAA15
44968	TRIM23	NEK6
44969	TRIM23	PSMB4
44970	TRIM23	YKT6
44971	TRIM23	ARNT2
44972	TRIM23	SNAI2
44973	TRIM23	SORBS3
44974	TRIM23	SIRPA
44975	TRIM23	CHCHD3
44976	TRIM23	LSS
44977	TRIM23	AKTIP
44978	TRIM23	NDUFS5
44979	TRIM23	RITA1
44980	TRIM23	USP20
44981	TRIM23	PPIL2
44982	TRIM23	PITX1
44983	TRIM23	SNAI1
44984	TRIM23	PCGF1
44985	ID3	TCF3
44986	ID3	ID4
44987	ID3	GATA4
44988	SALL1	FOXE1
44989	SALL1	HPS1
44990	AGXT	PEX5
44991	CTR9	TACC2
44992	CTR9	ZFP91
44993	CTR9	CETN2
44994	CTR9	DGCR8
44995	CTR9	G6PD
44996	CTR9	PMS2
44997	CTR9	UBE2B
44998	CTR9	NDEL1
44999	CTR9	PEX2
45000	CTR9	TAOK3
45001	CTR9	VEZF1
45002	CTR9	CHD1
45003	UBE2R2	CBLC
45004	UBE2R2	DZIP3
45005	UBE2R2	PNPLA2
45006	SIN3B	SAP130
45007	SIN3B	MECP2
45008	HERC2	FNDC3A
45009	HERC2	LRRK2
45010	HERC2	PEX1
45011	HERC2	RAB34
45012	HERC2	USP42
45013	HERC2	MARK2
45014	HERC2	MYO9B
45015	HERC2	MTMR3
45016	HERC2	ARAF
45017	HERC2	PRKAR2B
45018	HERC2	BIRC6
45019	HERC2	CTNNA1
45020	HERC2	BICD2
45021	HERC2	GNAS
45022	HERC2	PSMB4
45023	HERC2	KMT2D
45024	HERC2	EPHA7
45025	HERC2	USP20
45026	HERC2	RAB5B
45027	HERC2	LCP1
45028	PTPRF	PICALM
45029	PTPRF	TGFBR2
45030	PTPRF	PTPRA
45031	PTPRF	RET
45032	PTPRF	HACL1
45033	PTPRF	GALNT1
45034	PTPRF	PFKM
45035	PICALM	EHD2
45036	PICALM	PFKM
45037	PICALM	DENND1A
45038	PICALM	MYO6
45039	PICALM	PIK3C2A
45040	PICALM	DDIT3
45041	PICALM	STXBP1
45042	PICALM	ITLN1
45043	PICALM	TNRC6A
45044	PICALM	CD55
45045	PICALM	KLHL20
45046	PICALM	CASP3
45047	LRRK2	TPM2
45048	LRRK2	PTPN23
45049	LRRK2	DNM1L
45050	LRRK2	RAB5B
45051	LRRK2	PPP1R12A
45052	LRRK2	RAB11B
45053	LRRK2	ACTA2
45054	LRRK2	TAOK3
45055	LRRK2	MYO1F
45056	LRRK2	ATRX
45057	LRRK2	STK25
45058	LRRK2	GNA12
45059	LRRK2	MSN
45060	LRRK2	MAP2K6
45061	LRRK2	RHOA
45062	LRRK2	AKAP8
45063	LRRK2	STRBP
45064	LRRK2	CHD1L
45065	TPM2	TFPT
45066	TPM2	SULT1A1
45067	EFNB2	EIF2B2
45068	EFNB2	DAD1
45069	EFNB2	PIK3R3
45070	EFNB2	PIK3CB
45071	EFNB2	ATP2B2
45072	EFNB2	EPHA3
45073	EFNB2	DLG4
45074	EFNB2	PTPN13
45075	EFNB2	UBE3C
45076	EFNB2	PDZRN3
45077	EFNB2	EIF2B5
45078	EIF2B2	RTCB
45079	EIF2B2	GPR183
45080	EIF2B2	EIF2B5
45081	EIF2B2	SPTBN1
45082	EIF2B2	PTBP1
45083	EIF2B2	NMT1
45084	EIF2B2	STX12
45085	ZFPM2	GATA4
45086	PRMT6	PEX7
45087	PRMT6	UBP1
45088	PRMT6	CETN2
45089	PRMT6	SERGEF
45090	PRMT6	KLHL20
45091	PRMT6	GPS2
45092	MAP3K3	MYO6
45093	MAP3K3	SPTBN1
45094	MAP3K3	MARK2
45095	MAP3K3	UXT
45096	MAP3K3	SSH1
45097	MAP3K3	MAP3K7
45098	MAP3K3	PIH1D1
45099	MAP3K3	TRAF7
45100	MAP3K3	MAP3K5
45101	MAP3K3	PLOD1
45102	MAP3K3	PFKL
45103	MAP3K3	MYH10
45104	MAP3K3	TFG
45105	MAP3K3	PFDN5
45106	MAP3K3	UACA
45107	MAP3K3	KIF5C
45108	MAP3K3	SCIN
45109	MAP3K3	VWF
45110	MAP3K3	MYLK2
45111	MAP3K3	SGK2
45112	MAP3K3	CCM2
45113	MAP3K3	SCRIB
45114	MAP3K3	HSPA2
45115	MAP3K3	NBR1
45116	MAP3K3	PPP1R12A
45117	MDM4	USP22
45118	MDM4	CASP3
45119	DLG4	GRIN2D
45120	DLG4	SEMA4C
45121	DLG4	KIF13B
45122	DLG4	HTR2A
45123	DLG4	ATP2B2
45124	DLG4	NOS1
45125	DLG4	LIN7B
45126	DLG4	FZD1
45127	DLG4	MAP3K11
45128	DLG4	GRIK2
45129	DLG4	LRP1
45130	DLG4	PTPRG
45131	DLG4	FZD4
45132	DLG4	SHANK1
45133	DLG4	LIN7A
45134	DLG4	LRP2
45135	DLG4	PCDH10
45136	SSBP1	LDB1
45137	SSBP1	TMEM126A
45138	SSBP1	ASB1
45139	SSBP1	TCF3
45140	SSBP1	UBE2B
45141	SSBP1	INTS3
45142	SSBP1	SAMM50
45143	SSBP1	INTS7
45144	LAMA1	SAA1
45145	LAMA1	TUBG1
45146	LAMA1	ITGA1
45147	LAMA1	PLG
45148	LAMA1	C3
45149	LAMA1	SAA2
45150	LAMA1	LAMB2
45151	LAMA1	NES
45152	SAA1	COL4A3
45153	FOXJ1	RFX3
45154	FOXJ1	FBXO11
45155	FOXJ1	TWF2
45156	RFX3	PKNOX1
45157	RFX3	TRIP6
45158	MAP2K6	MAP3K7
45159	MAP2K6	MAP3K5
45160	MAP2K6	NPHS1
45161	BUB3	WBP4
45162	BUB3	UXT
45163	BUB3	INTS7
45164	BUB3	ADRM1
45165	BUB3	NKAP
45166	SLC2A1	CD55
45167	JUNB	APLP2
45168	JUNB	ATF4
45169	JUNB	IL2
45170	JUNB	MECOM
45171	JUNB	DDIT3
45172	TFAM	TFB2M
45173	TFAM	PNP
45174	TFAM	GRSF1
45175	HSPA2	NCOA2
45176	HSPA2	PSMB4
45177	HSPA2	SIK2
45178	HSPA2	PSMC3
45179	HSPA2	ADRM1
45180	OLA1	TXNRD1
45181	OLA1	TUBG1
45182	RCN1	MSN
45183	RCN1	FBXL12
45184	RCN1	RNF41
45185	RCN1	IDH1
45186	RCN1	IPO9
45187	RCN1	ARAF
45188	RCN1	SULT1A1
45189	DHCR7	FADS1
45190	DHCR7	OXA1L
45191	DHCR7	IPO9
45192	BORA	WNT4
45193	MYH10	ACTA2
45194	UBD	PSMC3
45195	UBD	NUB1
45196	UBD	PSMB4
45197	UBD	UBA6
45198	UBD	MAPK8IP2
45199	GPS2	KIF11
45200	GPS2	NR5A2
45201	GPS2	RANBP10
45202	GPS2	TRIP6
45203	GPS2	SESTD1
45204	GPS2	ATF4
45205	SORBS3	KRAS
45206	SORBS3	NEK6
45207	SORBS3	NRBP1
45208	SORBS3	RTKN
45209	SORBS3	TEAD4
45210	SORBS3	CDC23
45211	SORBS3	ARNT2
45212	SORBS3	GYS1
45213	SORBS3	TXNDC17
45214	SORBS3	PLOD3
45215	TAF10	ARHGEF18
45216	TAF10	PFKL
45217	TAF10	MSH6
45218	TAF10	ERCC5
45219	TAF10	SETD7
45220	TAF10	TAF4
45221	TAF10	KPNA2
45222	TAF10	GTF2A2
45223	TAF10	SAP130
45224	TAF10	USP22
45225	GRN	NLK
45226	GRN	EGFL7
45227	GRN	CRKL
45228	NDUFA13	NDUFS5
45229	NDUFA13	AFG3L2
45230	NDUFA13	NDUFS7
45231	NDUFA13	SLC22A12
45232	NDUFA13	NDUFS1
45233	NDUFA13	NDUFB4
45234	NDUFA13	UQCR11
45235	NDUFA13	HTRA2
45236	ENOPH1	RNF41
45237	ENOPH1	UBA6
45238	RAB11B	OPTN
45239	RAB11B	RAB11FIP3
45240	RAB11B	RAB5B
45241	RAB11B	SERPINB5
45242	SHANK1	RPS6KA2
45243	SHANK1	SHARPIN
45244	SHANK1	SSTR2
45245	SHANK1	ABCA1
45246	KMT2C	RBBP5
45247	KMT2C	KMT2D
45248	KMT2C	SETD7
45249	KMT2C	DOT1L
45250	MAML1	MAML3
45251	MAML1	INPP5K
45252	MAML1	NOTCH4
45253	CETN2	KIF11
45254	CETN2	POLB
45255	CETN2	USP44
45256	NDUFB4	NDUFS7
45257	NDUFB4	NDUFS5
45258	NDUFB4	TCF3
45259	NDUFB4	UQCR11
45260	NDUFB4	NDUFS1
45261	NDUFB4	MPV17
45262	CSGALNACT1	CSGALNACT2
45263	CSGALNACT1	CHST13
45264	CSGALNACT1	STX6
45265	CSGALNACT1	CHST11
45266	CSGALNACT1	CHST12
45267	CSGALNACT1	CHST7
45268	CSGALNACT1	TIMELESS
45269	CSGALNACT1	ARFGEF2
45270	CSGALNACT2	ST3GAL4
45271	CSGALNACT2	CHST13
45272	CSGALNACT2	CHST11
45273	CSGALNACT2	CHST7
45274	CSGALNACT2	LPAR1
45275	CSGALNACT2	CHST12
45276	PRKD2	PTPN3
45277	PRKD2	RARB
45278	PRKD2	MARK2
45279	PRKD2	MYLK
45280	PRKD2	SSH1
45281	NPHP1	TNS1
45282	NPHP1	NPHP3
45283	NPHP1	PIH1D1
45284	NPHP1	USP22
45285	NPHP1	UXT
45286	NPHP1	AGK
45287	NPHP1	INVS
45288	NPHP1	RAB3GAP1
45289	MST1R	MST1
45290	MST1R	FURIN
45291	RHOA	ARHGAP35
45292	RHOA	KLHL20
45293	RHOA	MSN
45294	RHOA	MARK2
45295	RHOA	ARHGAP5
45296	RHOA	SRGAP1
45297	RHOA	GNA12
45298	RHOA	RHPN1
45299	RHOA	MPV17
45300	RHOA	RTKN
45301	RHOA	SLC25A12
45302	RHOA	TNFRSF10B
45303	RHOA	ARHGAP1
45304	RHOA	GNAQ
45305	RHOA	DIAPH1
45306	RHOA	RPGR
45307	RHOA	TRPC1
45308	RHOA	TRIP6
45309	RHOA	VAV3
45310	RHOA	ARHGEF11
45311	RHOA	PDE6D
45312	RHOA	PPP1R12A
45313	RHOA	ARHGEF4
45314	RHOA	ARHGEF18
45315	RHOA	PLXNB1
45316	RHOA	ITPR1
45317	RHOA	DOCK7
45318	RHOA	SERPINB5
45319	TNRC6A	CEP152
45320	TNRC6A	A1CF
45321	TNRC6A	CENPJ
45322	LRP2	THBS1
45323	LRP2	LDLRAP1
45324	LRP2	ANAPC10
45325	LRP2	MAPK8IP2
45326	LRP2	ITGB1BP1
45327	LRP2	APBB1
45328	ERAL1	TCF3
45329	ERAL1	ZC3H3
45330	NUB1	PSMB4
45331	SH3PXD2B	DIS3
45332	SH3PXD2B	LIMK1
45333	WT1	PAX2
45334	WT1	WTIP
45335	WT1	TAOK1
45336	WT1	IGF2
45337	PINK1	TOMM22
45338	PINK1	MARK2
45339	PINK1	DNM1L
45340	PINK1	MAP3K7
45341	PINK1	RICTOR
45342	PINK1	RHOT1
45343	PINK1	HTRA2
45344	PINK1	KIF11
45345	MVD	IDH1
45346	MVD	GLS
45347	MVD	SLC27A2
45348	MVD	MVK
45349	MVD	GBP2
45350	MVD	NAMPT
45351	MVD	FTO
45352	PFDN5	VEZF1
45353	PFDN5	TFG
45354	PFDN5	PRKAR1A
45355	PFDN5	IRX2
45356	PFDN5	SMAP1
45357	PFDN5	DDB2
45358	PFDN5	MAPK7
45359	PFDN5	PITX1
45360	PFDN5	PSMB4
45361	PFDN5	DOK4
45362	PFDN5	PATZ1
45363	PFDN5	IPO7
45364	PFDN5	PPP1R12A
45365	PFDN5	SNAI1
45366	PFDN5	GOLPH3
45367	VEZF1	LHX3
45368	VEZF1	EDN1
45369	EGLN2	CEP192
45370	EGLN2	PRPF19
45371	EGLN2	DYRK1B
45372	EGLN2	WTIP
45373	EGLN2	TRIP6
45374	VAV3	RHOG
45375	UROS	UROD
45376	HMOX2	KCNMA1
45377	HMOX2	ALG2
45378	HMOX2	INPP5K
45379	HMOX2	JADE1
45380	HMOX2	BLVRB
45381	HMOX2	PLXNB2
45382	HMOX2	SYNGR1
45383	KCNMA1	CACNA1H
45384	KCNMA1	ACTA2
45385	STX5	BET1L
45386	STX5	GOSR1
45387	STX5	LPAR1
45388	STX5	YKT6
45389	STX5	STX12
45390	STX5	NSF
45391	STX5	STXBP1
45392	STX5	TNPO3
45393	STX5	VAMP5
45394	STX5	STX6
45395	STX5	FMO1
45396	STX5	SNAP23
45397	DZIP3	AP1M1
45398	DZIP3	TRIM21
45399	DZIP3	DDX42
45400	DZIP3	UBR3
45401	DZIP3	PITX1
45402	DZIP3	ZNF24
45403	DZIP3	AKTIP
45404	DMPK	PPP1R12A
45405	DMPK	CELF1
45406	HGF	F11
45407	HGF	KLKB1
45408	WBP4	DIAPH1
45409	WBP4	SFPQ
45410	PFKM	SFPQ
45411	PFKM	PFKL
45412	PFKM	NOS1
45413	PFKM	YOD1
45414	PFKM	ARFIP1
45415	PFKM	ATP6V0A4
45416	PFKM	KIF11
45417	PFKM	XPO6
45418	PFKM	ALDOB
45419	NR2F2	BCL11A
45420	NR2F2	APOA4
45421	NR2F2	SETD7
45422	NLK	STAT5A
45423	NLK	MAP3K7
45424	IL6	IL6R
45425	IL6	IL6ST
45426	IL6	PTHLH
45427	IL6R	IL6ST
45428	IL6R	ERAP1
45429	RBBP5	KMT2D
45430	RBBP5	USF1
45431	RBBP5	PYGO2
45432	RBBP5	FOXQ1
45433	RBBP5	CCNY
45434	RBBP5	KLC2
45435	ITGA1	COL8A1
45436	ITGA1	SHARPIN
45437	ITGA1	LIMK1
45438	KRAS	LPAR1
45439	KRAS	PDE6D
45440	KRAS	SERPINB5
45441	KRAS	PTGR2
45442	KRAS	TNFSF13
45443	KRAS	ARAF
45444	GRIN2D	TJP1
45445	GRIN2D	RAP2A
45446	GTF2A2	TAF4
45447	BAD	BNIP3L
45448	BAD	RPS6KA2
45449	BAD	LIMK1
45450	BAD	STEAP3
45451	BAD	ARAF
45452	BAD	PIM2
45453	BAD	PRKD1
45454	BAD	BCL2L10
45455	BAD	PRKCQ
45456	THG1L	SH3GLB1
45457	SH3GLB1	AGFG1
45458	SH3GLB1	SNX1
45459	SH3GLB1	TPD52
45460	SH3GLB1	SYNJ1
45461	SH3GLB1	MIEF1
45462	SH3GLB1	ADAM9
45463	SH3GLB1	WIPI2
45464	CEP152	HAUS6
45465	CEP152	ADSL
45466	CEP152	TJP1
45467	CEP152	CEP192
45468	CEP152	GYS1
45469	CEP152	GPX1
45470	CEP152	NDEL1
45471	CEP152	CC2D1A
45472	CEP152	GSDMA
45473	CEP152	CENPJ
45474	GAPVD1	RASA3
45475	PSMC3	PSMB4
45476	PSMC3	MTCH1
45477	PSMC3	PMS2
45478	PSMC3	KCNQ1
45479	PSMC3	NAA15
45480	PSMC3	E2F6
45481	PSMC3	ADRM1
45482	PSMC3	BASP1
45483	PSMC3	PSME2
45484	PSMC3	TPD52L1
45485	PSMC3	MAP3K5
45486	PSMC3	ZFYVE16
45487	PSMC3	TMEM67
45488	PSMC3	KAT14
45489	PSMC3	PEX6
45490	PSMC3	DIAPH1
45491	PSMC3	MAP3K7
45492	PSMC3	PSMG2
45493	DDIT3	KPNA2
45494	DDIT3	ATF4
45495	TPD52	THOC2
45496	TPD52	TPD52L1
45497	FGF19	FGFR1
45498	FGFR1	FGF2
45499	FGFR1	FGF1
45500	FGFR1	NRP1
45501	FGFR1	TNFRSF10B
45502	FGFR1	TGFBR2
45503	PTPN3	MAP3K7
45504	FBXO11	TFG
45505	FBXO11	MYLK2
45506	SOS2	RAPGEF1
45507	SOS2	SNX18
45508	SOS2	CRKL
45509	SOS2	MYO6
45510	MFN1	CCNB1
45511	MFN1	MFN2
45512	MFN1	PLK2
45513	CCNB1	SLC27A2
45514	CCNB1	PRDX3
45515	CCNB1	TGFBR2
45516	CCNB1	ANAPC11
45517	CCNB1	CCNF
45518	CCNB1	SDHAF2
45519	CCNB1	CDC16
45520	CCNB1	RHOBTB3
45521	CCNB1	UBE3C
45522	CCNB1	MAPK7
45523	CCNB1	POLA1
45524	CCNB1	FOXM1
45525	CCNB1	CCNB2
45526	CCNB1	ITPR1
45527	CCNB1	ANAPC10
45528	CDK14	ACVR1
45529	CDK14	CCNY
45530	ACVR1	BAMBI
45531	ACVR1	PEG10
45532	ACVR1	TGFBR2
45533	ACVR1	RAB3B
45534	ACVR1	BMP2
45535	ACVR1	ENG
45536	ACVR1	RAP2A
45537	ACVR1	ACVR1B
45538	ACVR1	ACVR2A
45539	ACVR1	INHBA
45540	ACVR1	BMPR2
45541	TSEN2	POLD3
45542	TSEN2	TBC1D2
45543	TSEN2	TSEN54
45544	TSEN2	RANBP10
45545	TSEN2	CLPB
45546	TSEN2	CLP1
45547	POLD3	POLA2
45548	POLD3	REV1
45549	POLD3	AHSA1
45550	POLD3	POLA1
45551	POLD3	POLE4
45552	TRAF5	MAP3K5
45553	TRAF5	RNF4
45554	TRAF5	TICAM1
45555	TRAF5	NUMBL
45556	TRAF5	BEX3
45557	TRAF5	DGKH
45558	TRAF5	TNFRSF12A
45559	TRAF5	NFATC2IP
45560	TRAF5	MAP3K7
45561	TRAF5	CD40
45562	AGTR1	SETD7
45563	AGTR1	AVPR2
45564	AGTR1	HTR2B
45565	AGTR1	AGT
45566	STK11	BRSK2
45567	STK11	MARK2
45568	STK11	SIK2
45569	STK11	ADIPOR1
45570	STK11	SIK1
45571	STK11	ARG2
45572	STK11	SERPINB5
45573	STK11	S100A14
45574	STK11	MST1
45575	STK11	RPS6KA2
45576	STK11	PDXP
45577	STK11	BRSK1
45578	STK11	RPS6KB1
45579	STK11	STRADB
45580	STK11	LIMS1
45581	RNF167	SLC22A18
45582	USP28	USP20
45583	USP28	OTUB2
45584	SOD2	COX4I2
45585	SOD2	PRDX3
45586	SOD2	TFAP2A
45587	SOD2	GPX1
45588	SOD2	UBR2
45589	SOD2	RAB4A
45590	ATP6V0D1	RAB2A
45591	ATP6V0D1	THOC2
45592	ATP6V0D1	NSF
45593	ATP6V0D1	RFWD3
45594	ATP6V0D1	MTCH1
45595	ATP6V0D1	NDUFS1
45596	FGFR2	FGF2
45597	FGFR2	ITGA5
45598	FGFR2	FGF1
45599	FGFR2	FGF10
45600	FGFR2	STAT5A
45601	FGFR2	S100A14
45602	FGFR2	ERRFI1
45603	FKBP1A	PPIF
45604	FKBP1A	ITPR1
45605	FKBP1A	YKT6
45606	FKBP1A	ACVR1B
45607	KIF11	TACC3
45608	KIF11	DGCR8
45609	KIF11	DECR1
45610	KIF11	MYSM1
45611	KIF11	BRPF1
45612	KIF11	MLF1
45613	KIF11	PI4K2A
45614	ARHGEF4	MCM4
45615	SPTBN1	SVIL
45616	SPTBN1	CTNNA1
45617	SPTBN1	NENF
45618	SPTBN1	POU2F1
45619	SPTBN1	TUBG1
45620	SPTBN1	PRKAR1A
45621	RASGRP3	PRKCQ
45622	PFKL	PRDX3
45623	PFKL	ALDOB
45624	LPAR1	COLEC12
45625	LPAR1	LEMD3
45626	LPAR1	GPR89A
45627	LPAR1	TYRO3
45628	LPAR1	NDC1
45629	LPAR1	LRRC8A
45630	LPAR1	GOLGA5
45631	LPAR1	SLC39A1
45632	LPAR1	ALG6
45633	LPAR1	ARHGEF11
45634	LPAR1	SLC30A5
45635	LPAR1	HMGCR
45636	LPAR1	SLC35B2
45637	LPAR1	ENPP2
45638	LPAR1	SCAP
45639	CASP3	IL18
45640	CASP3	NDUFS1
45641	CASP3	SPP1
45642	CASP3	PANX1
45643	CASP3	WNK3
45644	CASP3	NFE2L2
45645	CASP3	MAPK8IP3
45646	CASP3	PLA2G4B
45647	CASP3	PRKCQ
45648	CASP3	PTBP1
45649	CASP3	MEF2A
45650	CASP3	SOCS5
45651	CASP3	AKAP8
45652	CASP3	TFAP2A
45653	CASP3	BIRC6
45654	CASP3	GSN
45655	SFPQ	TIMM10
45656	SFPQ	TJP1
45657	SFPQ	PTBP1
45658	SFPQ	APBB1
45659	SFPQ	PRPF19
45660	SFPQ	TIMM9
45661	SFPQ	CBLL1
45662	SFPQ	AHSA1
45663	SFPQ	CLP1
45664	SFPQ	PPM1D
45665	SFPQ	SON
45666	SFPQ	SP3
45667	SFPQ	TOPORS
45668	PPIF	AIFM3
45669	PIAS3	ZMIZ1
45670	PIAS3	NCOA2
45671	PIAS3	BCL11A
45672	PIAS3	CREM
45673	TFPT	ACTR5
45674	TFPT	TCF3
45675	TFPT	INO80
45676	RNF41	RFWD3
45677	RNF41	CEP192
45678	RNF41	SRR
45679	RNF41	P4HA1
45680	RNF41	CLASP1
45681	RNF41	BIRC6
45682	RNF41	MARK2
45683	FLT1	LDLR
45684	FLT1	VEGFA
45685	FLT1	NRP2
45686	FLT1	VEGFB
45687	FLT1	NRP1
45688	PTPN12	MYCBP2
45689	PTPN12	NSF
